ID,Date,Response,Notes,Source
1,15/02/15, Yes,,App
1,16/02/15, Yes,,App
1,17/02/15, Yes,,App
1,18/02/15, Yes,,App
1,19/02/15, Yes,,App
1,20/02/15, Yes,,App
1,21/02/15, No,,App
1,22/02/15, Yes,,App
1,23/02/15, Yes,,App
1,24/02/15, Missed,,App
1,25/02/15, Yes,,App
1,26/02/15, Yes,,App
1,27/02/15, Yes,,App
1,28/02/15, Missed,,App
1,01/03/15, Yes,,App
1,02/03/15, Yes,,App
1,03/03/15, Yes,,App
1,04/03/15, Yes,,App
1,05/03/15, Yes,,App
1,06/03/15, Yes,,App
1,07/03/15, Yes,,App
1,08/03/15, Yes,,App
1,09/03/15, Yes,,App
1,10/03/15, Yes,,App
1,11/03/15, Yes,,App
1,12/03/15, Yes,,App
1,13/03/15, Yes,,App
1,14/03/15, No,,App
1,15/03/15, Yes,,App
1,16/03/15, Yes,,App
1,17/03/15, Yes,,App
1,18/03/15, Yes,,App
1,19/03/15, Yes,,App
1,20/03/15, Yes,,App
1,21/03/15, Yes,,App
1,22/03/15, Yes,,App
1,23/03/15, Yes,,App
1,24/03/15, Yes,,App
1,25/03/15, Yes,,App
1,26/03/15, Yes,,App
1,27/03/15, Yes,,App
1,28/03/15, Yes,,App
1,29/03/15, Yes,,App
1,30/03/15, Yes,,App
1,31/03/15, Yes,,App
1,01/04/15, Yes,,App
1,02/04/15, Yes,,App
1,03/04/15, Yes,,App
1,04/04/15, Yes,,App
1,05/04/15, Yes,,App
1,06/04/15, Yes,,App
1,07/04/15, Yes,,App
1,08/04/15, No,,App
1,09/04/15, Yes,,App
1,10/04/15, Yes,,App
1,11/04/15, Yes,,App
1,12/04/15, Yes,,App
1,13/04/15, Yes,,App
1,14/04/15, Yes,,App
1,15/04/15, Yes,,App
1,16/04/15, No,,App
1,17/04/15, Yes,,App
1,18/04/15, Yes,,App
1,19/04/15, Yes,,App
1,20/04/15, Yes,,App
1,21/04/15, Yes,,App
1,22/04/15, Yes,,App
1,23/04/15, No,,App
1,24/04/15, Yes,,App
1,25/04/15, Yes,,App
1,26/04/15, Yes,,App
1,27/04/15, Yes,,App
1,28/04/15, Yes,,App
1,29/04/15, Yes,,App
1,30/04/15, Yes,,App
1,01/05/15, No,,App
1,02/05/15, Yes,,App
1,03/05/15, Yes,,App
1,04/05/15, Yes,,App
1,05/05/15, Yes,,App
1,06/05/15, Yes,,App
1,07/05/15, Yes,,App
1,08/05/15, Yes,,App
1,09/05/15, Yes,,App
1,10/05/15, No,,App
1,11/05/15, Yes,,App
1,12/05/15, Yes,,App
1,13/05/15, Yes,,App
1,14/05/15, Yes,,App
1,15/05/15, Yes,,App
1,16/05/15, Yes,,App
1,17/05/15, Yes,,App
1,18/05/15, No,,App
1,19/05/15, Yes,,App
1,20/05/15, Yes,,App
1,21/05/15, Yes,,App
1,22/05/15, Yes,,App
1,23/05/15, Yes,,App
1,24/05/15, Yes,,App
1,25/05/15, Yes,,App
1,26/05/15, Yes,,App
1,27/05/15, Yes,,App
1,28/05/15, Yes,,App
1,29/05/15, Yes,,App
1,30/05/15, Yes,,App
1,31/05/15, Yes,,App
1,01/06/15, Yes,,App
1,02/06/15, Yes,,App
1,03/06/15, Yes,,App
1,04/06/15, No,,App
1,05/06/15, Yes,,App
1,06/06/15, Yes,,App
1,07/06/15, Yes,,App
1,08/06/15, Yes,,App
1,09/06/15, Yes,,App
1,10/06/15, Yes,,App
1,11/06/15, Yes,,App
1,12/06/15, Yes,,App
1,13/06/15, Yes,,App
1,14/06/15, Yes,,App
1,15/06/15, No,,App
1,16/06/15, Yes,,App
1,17/06/15, Yes,,App
1,18/06/15, Yes,,App
1,19/06/15, Yes,,App
1,20/06/15, Yes,,App
1,21/06/15, Yes,,App
1,22/06/15, Yes,,App
1,23/06/15, No,,App
1,24/06/15, Yes,,App
1,25/06/15, Yes,,App
1,26/06/15, No,,App
1,27/06/15, Yes,,App
1,28/06/15, Yes,,App
1,29/06/15, Yes,,App
1,30/06/15, Yes,,App
1,01/07/15, Yes,,App
1,02/07/15, Yes,,App
1,03/07/15, Yes,,App
1,04/07/15, Yes,,App
1,05/07/15, Yes,,App
1,06/07/15, Yes,,App
1,07/07/15, Yes,,App
1,08/07/15, No,,App
1,09/07/15, Yes,,App
1,10/07/15, Yes,,App
1,11/07/15, Yes,,App
1,12/07/15, Yes,,App
1,13/07/15, Yes,,App
1,14/07/15, Yes,,App
1,15/07/15, Yes,,App
1,16/07/15, No,,App
10,27/02/15,Yes,,paper
10,28/02/15,Yes,,paper
10,01/03/15,Yes,,paper
10,02/03/15,Yes,,paper
10,03/03/15,Missing,,paper
10,04/03/15,Yes,,paper
10,05/03/15,Yes,,paper
10,06/03/15,Yes,,paper
10,07/03/15,Yes,,paper
10,08/03/15,Missing,,paper
10,09/03/15,Yes,,paper
10,10/03/15,Yes,,paper
10,11/03/15,Yes,,paper
10,12/03/15,Yes,,paper
10,13/03/15,Missing,,paper
10,14/03/15,Yes,,paper
10,15/03/15,Yes,,paper
10,16/03/15,Missing,,paper
10,17/03/15,Yes,,paper
10,18/03/15,Yes,,paper
10,19/03/15,Missing,,paper
10,20/03/15,Yes,,paper
10,21/03/15,Yes,,paper
10,22/03/15,Yes,,paper
10,23/03/15,Yes,,paper
10,24/03/15,Yes,,paper
10,25/03/15,Yes,,paper
10,26/03/15,Missing,,paper
10,27/03/15,Missing,,paper
10,28/03/15,Missing,,paper
10,29/03/15,Missing,,paper
10,30/03/15,Missing,,paper
10,31/03/15,Missing,,paper
10,01/04/15,Missing,,paper
10,02/04/15,Missing,,paper
10,03/04/15,Yes,,paper
10,04/04/15,Yes,,paper
10,05/04/15,Yes,,paper
10,06/04/15,Yes,,paper
10,07/04/15,Yes,,paper
10,08/04/15,Yes,,paper
10,09/04/15,Yes,,paper
10,10/04/15,Yes,,paper
10,11/04/15,Yes,,paper
10,12/04/15,Yes,,paper
10,13/04/15,Yes,,paper
10,14/04/15,Yes,,paper
10,15/04/15,Yes,,paper
10,16/04/15,Yes,,paper
10,17/04/15,Yes,,paper
10,18/04/15,Yes,,paper
10,19/04/15,Yes,,paper
10,20/04/15,Yes,,paper
10,21/04/15,Yes,,paper
10,22/04/15,Yes,,paper
10,23/04/15,Yes,,paper
10,24/04/15,Yes,,paper
10,25/04/15,Yes,,paper
10,26/04/15,No,,paper
10,27/04/15,No,,paper
10,28/04/15,No,,paper
10,29/04/15,No,,paper
10,30/04/15,No,,paper
10,01/05/15,No,,paper
10,02/05/15,No,,paper
10,03/05/15,No,,paper
10,04/05/15,No,,paper
10,05/05/15,No,,paper
10,06/05/15,No,,paper
10,07/05/15,No,,paper
10,07/05/15,No,,paper
1,07/05/15,No,,paper
2,15/02/15,Yes,,App
2,16/02/15,Yes,,App
2,17/02/15,Yes,,App
2,19/02/15,Yes,,App
2,20/02/15,Yes,,App
2,21/02/15,Yes,,App
2,22/02/15,No,,App
2,23/02/15,Yes,,App
2,24/02/15,Yes,,App
2,25/02/15,Yes,,App
2,26/02/15,Yes,,App
2,27/02/15,Yes,,App
2,28/02/15,Yes,,App
2,01/03/15,Yes,,App
2,02/03/15,Yes,,App
2,03/03/15, No,,App
2,04/03/15,Yes,,App
2,05/03/15,Yes,,App
2,06/03/15,Yes,,App
2,07/03/15,Yes,,App
2,08/03/15,Yes,,App
2,09/03/15,No,,App
2,10/03/15,Yes,,App
2,11/03/15,Yes,,App
2,12/03/15,No,,App
2,13/03/15,Yes,,App
2,14/03/15,Yes,,App
2,15/03/15,Yes,,App
2,16/03/15,Yes,,App
2,17/03/15,No,,App
2,18/03/15,Yes,,App
2,19/03/15,Yes,,App
2,20/03/15,Yes,,App
2,21/03/15,Missing,,App
2,22/03/15,Yes,,App
2,23/03/15,Yes,,App
2,24/03/15,Yes,,App
2,25/03/15,Yes,,App
2,26/03/15,Yes,,App
2,27/03/15,Yes,,App
2,28/03/15,Yes,,App
2,29/03/15,Yes,,App
2,30/03/15,Yes,,App
2,31/03/15,Yes,,App
2,01/04/15,Yes,,App
2,02/04/15,Yes,,App
2,03/04/15,Yes,,App
2,04/04/15,Yes,,App
2,05/04/15,Yes,,App
2,06/04/15,No,,App
2,07/04/15,Yes,,App
2,08/04/15,Yes,,App
2,09/04/15,Yes,,App
2,10/04/15,Yes,,App
2,11/04/15,Yes,,App
2,12/04/15,Yes,,App
2,13/04/15,Yes,,App
2,14/04/15,Yes,,App
2,15/04/15,Yes,,App
2,16/04/15,Yes,,App
2,17/04/15,Yes,,App
2,18/04/15,Yes,,App
2,19/04/15,Yes,,App
2,20/04/15,Yes,,App
2,21/04/15,No,,App
2,22/04/15,Yes,,App
2,23/04/15,Yes,,App
2,24/04/15,Yes,,App
2,25/04/15,No,,App
2,26/04/15,Yes,,App
2,27/04/15,Yes,,App
2,28/04/15,Yes,,App
2,29/04/15,Yes,,App
2,30/04/15,Yes,,App
2,01/05/15,No,,App
2,02/05/15,No,,App
2,03/05/15,Yes,,App
2,04/05/15,Yes,,App
2,05/05/15,Yes,,App
2,06/05/15,Yes,,App
2,07/05/15,Yes,,App
2,08/05/15,No,,App
2,09/05/15,No,,App
2,10/05/15,Yes,,App
2,11/05/15,Yes,,App
2,12/05/15,Yes,,App
2,13/05/15,Yes,,App
2,14/05/15,Yes,,App
2,15/05/15,Yes,,App
2,16/05/15,Yes,,App
2,17/05/15,Missing,,App
2,18/05/15,Yes,,App
2,19/05/15,No,,App
2,20/05/15,Yes,,App
2,21/05/15,Missing,,App
2,22/05/15,Yes,,App
2,23/05/15,Missing,,App
3,21/02/15,Missing,,App
3,22/02/15,Missing,,App
3,23/02/15,Missing,,App
3,24/02/15,Missing,,App
3,25/02/15,Missing,,App
3,26/02/15,Missing,,App
3,27/02/15,Missing,,App
3,28/02/15,Missing,,App
3,01/03/15,Missing,,App
3,02/03/15,Missing,,App
3,03/03/15,Missing,,App
3,04/03/15,Missing,,App
3,05/03/15,Missing,,App
3,06/03/15,Missing,,App
3,07/03/15,Missing,,App
3,08/03/15,Yes,,App
3,09/03/15,Yes,,App
3,10/03/15,Yes,,App
3,11/03/15,Yes,,App
3,12/03/15,Yes,,App
3,13/03/15,Yes,,App
3,14/03/15,Yes,,App
3,15/03/15,No,,App
3,16/03/15,Yes,,App
3,17/03/15,No,,App
3,18/03/15,Yes,,App
3,19/03/15,Yes,,App
3,20/03/15,Yes,,App
3,21/03/15,Yes,,App
3,22/03/15,Yes,,App
3,23/03/15,Yes,,App
3,24/03/15,Yes,,App
3,25/03/15,Yes,,App
3,26/03/15,Yes,,App
3,27/03/15,Yes,,App
3,28/03/15,Yes,,App
3,29/03/15,Yes,,App
3,30/03/15,Yes,,App
3,31/03/15,Yes,,App
3,01/04/15,Yes,,App
3,02/04/15,Yes,,App
3,03/04/15,Yes,,App
3,04/04/15,Yes,,App
3,05/04/15,No,,App
3,06/04/15,Yes,,App
3,07/04/15,Yes,,App
3,08/04/15,Yes,,App
3,09/04/15,Yes,,App
3,10/04/15,Yes,,App
3,11/04/15,Yes,,App
3,12/04/15,Yes,,App
3,13/04/15,Yes,,App
3,14/04/15,Yes,,App
3,15/04/15,Yes,,App
3,16/04/15,Missing,,App
3,17/04/15,Yes,,App
3,18/04/15,Yes,,App
4,19/02/15,Yes,,paper
4,20/02/15,Yes,,paper
4,21/02/15,Yes,,paper
4,22/02/15,Yes,,paper
4,23/02/15,Yes,,paper
4,24/02/15,Yes,,paper
4,25/02/15,Yes,,paper
4,26/02/15,Yes,,paper
4,27/02/15,Yes,,paper
4,28/02/15,Yes,,paper
4,01/03/15,Yes,,paper
4,02/03/15,Yes,,paper
4,03/03/15,Yes,,paper
4,04/03/15,Yes,,paper
4,05/03/15,Yes,,paper
4,06/03/15,No,,paper
4,07/03/15,Yes,,paper
4,08/03/15,Yes,,paper
4,09/03/15,Yes,,paper
4,10/03/15,Yes,,paper
4,11/03/15,Yes,,paper
4,12/03/15,Yes,,paper
4,13/03/15,Yes,,paper
4,14/03/15,Yes,,paper
4,15/03/15,Yes,,paper
4,16/03/15,Yes,,paper
4,17/03/15,Yes,,paper
4,18/03/15,Yes,,paper
4,19/03/15,Yes,,paper
4,20/03/15,Yes,,paper
4,21/03/15,Yes,,paper
4,22/03/15,Yes,,paper
4,23/03/15,Yes,,paper
4,24/03/15,Yes,,paper
4,25/03/15,Yes,,paper
4,26/03/15,Yes,,paper
4,27/03/15,Yes,,paper
4,28/03/15,Yes,,paper
4,29/03/15,Yes,,paper
4,30/03/15,Yes,,paper
4,31/03/15,Yes,,paper
4,01/04/15,Yes,,paper
4,02/04/15,Yes,,paper
4,03/04/15,Yes,,paper
4,04/04/15,Yes,,paper
4,05/04/15,Yes,,paper
4,06/04/15,Yes,,paper
4,07/04/15,Yes,,paper
4,08/04/15,Yes,,paper
4,09/04/15,Yes,,paper
4,10/04/15,Yes,,paper
4,11/04/15,Yes,,paper
4,12/04/15,Yes,,paper
4,13/04/15,Yes,,paper
4,14/04/15,Yes,,paper
4,15/04/15,Yes,,paper
4,16/04/15,Yes,,paper
4,17/04/15,Yes,,paper
4,18/04/15,Yes,,paper
4,19/04/15,Yes,,paper
4,20/04/15,Yes,,paper
4,21/04/15,Yes,,paper
4,22/04/15,Yes,,paper
4,23/04/15,Yes,,paper
4,24/04/15,Yes,,paper
4,25/04/15,Yes,,paper
4,26/04/15,Yes,,paper
4,27/04/15,Yes,,paper
4,28/04/15,Yes,,paper
4,29/04/15,Yes,,paper
4,30/04/15,Yes,,paper
4,01/05/15,Yes,,paper
4,02/05/15,Yes,,paper
4,03/05/15,Yes,,paper
4,04/05/15,Yes,,paper
4,05/05/15,Yes,,paper
4,06/05/15,Yes,,paper
4,07/05/15,Yes,,paper
4,08/05/15,Yes,,paper
4,09/05/15,Yes,,paper
4,10/05/15,Yes,,paper
4,11/05/15,Yes,,paper
4,12/05/15,Yes,,paper
4,13/05/15,Yes,,paper
4,14/05/15,Yes,,paper
4,15/05/15,Yes,,paper
4,16/05/15,Yes,,paper
4,17/05/15,Yes,,paper
4,18/05/15,Yes,,paper
4,19/05/15,Yes,,paper
4,20/05/15,Yes,,paper
4,21/05/15,Yes,,paper
4,22/05/15,Yes,,paper
4,23/05/15,Yes,,paper
4,24/05/15,Yes,,paper
4,25/05/15,Yes,,paper
4,26/05/15,Yes,,paper
4,27/05/15,Yes,,paper
4,28/05/15,Yes,,paper
4,29/05/15,Yes,,paper
4,30/05/15,Yes,,paper
4,31/05/15,Yes,,paper
4,01/06/15,Yes,,paper
4,02/06/15,Yes,,paper
4,03/06/15,Yes,,paper
4,04/06/15,Yes,,paper
4,05/06/15,Yes,,paper
4,06/06/15,Yes,,paper
4,07/06/15,Yes,,paper
4,08/06/15,Yes,,paper
4,09/06/15,Yes,,paper
4,10/06/15,Yes,,paper
4,11/06/15,Yes,,paper
4,12/06/15,No,,paper
4,13/06/15,No,,paper
4,14/06/15,Yes,,paper
4,15/06/15,Yes,,paper
4,16/06/15,Yes,,paper
4,17/06/15,Yes,,paper
4,18/06/15,Yes,,paper
4,19/06/15,Yes,,paper
5,27/02/15,Yes,,paper
5,28/02/15,Yes,,paper
5,01/03/15,Yes,,paper
5,02/03/15,No,,paper
5,03/03/15,Yes,,paper
5,04/03/15,Yes,,paper
5,05/03/15,Yes,,paper
5,06/03/15,Yes,,paper
5,07/03/15,Yes,,paper
5,08/03/15,Yes,,paper
5,09/03/15,Yes,,paper
5,10/03/15,Yes,,paper
5,11/03/15,Yes,,paper
5,12/03/15,Yes,,paper
5,13/03/15,Yes,,paper
5,14/03/15,Yes,,paper
5,15/03/15,Yes,,paper
5,16/03/15,Yes,,paper
5,17/03/15,Yes,,paper
5,18/03/15,Yes,,paper
5,19/03/15,Yes,,paper
5,20/03/15,Yes,,paper
5,21/03/15,Yes,,paper
5,22/03/15,No,,paper
5,23/03/15,Yes,,paper
5,24/03/15,Yes,,paper
5,25/03/15,Yes,,paper
5,26/03/15,Yes,,paper
5,27/03/15,Yes,,paper
5,28/03/15,Yes,,paper
5,29/03/15,Yes,,paper
5,30/03/15,Yes,,paper
5,31/03/15,Yes,,paper
5,01/04/15,Yes,,paper
5,02/04/15,Yes,,paper
5,03/04/15,Yes,,paper
5,04/04/15,Yes,,paper
5,05/04/15,Yes,,paper
5,06/04/15,Yes,,paper
5,07/04/15,Yes,,paper
5,08/04/15,Yes,,paper
5,09/04/15,Yes,,paper
5,10/04/15,Yes,,paper
5,11/04/15,Yes,,paper
5,12/04/15,Yes,,paper
5,13/04/15,Yes,,paper
5,14/04/15,Yes,,paper
5,15/04/15,Yes,,paper
5,16/04/15,No,,paper
5,17/04/15,Yes,,paper
5,18/04/15,Yes,,paper
5,19/04/15,Yes,,paper
5,20/04/15,Yes,,paper
5,21/04/15,Yes,,paper
5,22/04/15,Yes,,paper
5,23/04/15,No,,paper
5,24/04/15,Yes,,paper
5,25/04/15,Yes,,paper
5,26/04/15,Yes,,paper
5,27/04/15,Yes,,paper
5,28/04/15,Yes,,paper
5,29/04/15,Yes,,paper
5,30/04/15,Yes,,paper
5,01/05/15,Yes,,paper
5,02/05/15,Yes,,paper
5,03/05/15,Yes,,paper
5,04/05/15,Yes,,paper
5,05/05/15,Yes,,paper
5,06/05/15,Yes,,paper
5,07/05/15,Yes,,paper
5,08/05/15,Yes,,paper
5,09/05/15,Yes,,paper
5,10/05/15,Yes,,paper
5,11/05/15,Yes,,paper
5,12/05/15,Yes,,paper
5,13/05/15,Yes,,paper
5,14/05/15,Yes,,paper
5,15/05/15,Yes,,paper
5,16/05/15,Yes,,paper
5,17/05/15,Yes,,paper
5,18/05/15,Yes,,paper
5,19/05/15,Yes,,paper
5,20/05/15,No,,paper
5,21/05/15,Yes,,paper
5,22/05/15,Yes,,paper
5,23/05/15,Yes,,paper
5,24/05/15,Yes,,paper
5,25/05/15,Yes,,paper
5,26/05/15,Yes,,paper
5,27/05/15,Yes,,paper
5,28/05/15,Yes,,paper
5,29/05/15,Yes,,paper
5,30/05/15,Yes,,paper
5,31/05/15,No,,paper
5,01/06/15,Yes,,paper
5,02/06/15,Yes,,paper
5,03/06/15,Yes,,paper
5,04/06/15,Yes,,paper
5,05/06/15,Yes,,paper
5,06/06/15,Yes,,paper
5,07/06/15,Yes,,paper
6,19/02/15, Missed,,App
6,20/02/15, Missed,,App
6,21/02/15, Missed,,App
6,22/02/15, Missed,,App
6,23/02/15, Missed,,App
6,24/02/15, Missed,,App
6,25/02/15, Missed,,App
6,26/02/15, Yes,,App
6,27/02/15, Yes,,App
6,28/02/15, Yes,,App
6,01/03/15, No,,App
6,02/03/15, Yes,,App
6,03/03/15, Yes,,App
6,04/03/15, Yes,,App
6,05/03/15, Yes,,App
6,06/03/15, Yes,,App
6,07/03/15, Yes,,App
6,08/03/15, Yes,,App
6,09/03/15, Yes,,App
6,10/03/15, Yes,,App
6,11/03/15, No,,App
6,12/03/15, No,,App
6,13/03/15, No,,App
6,14/03/15, No,,App
6,15/03/15, Yes,,App
6,16/03/15, Yes,,App
6,17/03/15, Yes,,App
6,18/03/15, Yes,,App
6,19/03/15, Yes,,App
6,20/03/15, Yes,,App
6,21/03/15, Yes,,App
6,22/03/15, Yes,,App
6,23/03/15, Yes,,App
6,24/03/15, Yes,,App
6,25/03/15, Yes,,App
6,26/03/15, Yes,,App
6,27/03/15, Yes,,App
6,28/03/15, Yes,,App
6,29/03/15, Yes,,App
6,30/03/15, Yes,,App
6,31/03/15, Yes,,App
6,01/04/15, Yes,,App
6,02/04/15, Yes,,App
6,03/04/15, Yes,,App
6,04/04/15, No,,App
6,05/04/15, Yes,,App
6,06/04/15, Yes,,App
6,07/04/15, No,,App
6,08/04/15, Yes,,App
6,09/04/15, Yes,,App
6,10/04/15, No,,App
6,11/04/15, Yes,,App
6,12/04/15, Yes,,App
6,13/04/15, Yes,,App
6,14/04/15, Yes,,App
6,15/04/15, Yes,,App
6,16/04/15, Yes,,App
6,17/04/15, Yes,,App
6,18/04/15, Yes,,App
6,19/04/15, Yes,,App
6,20/04/15, Yes,,App
6,21/04/15, Yes,,App
6,22/04/15, Yes,,App
6,23/04/15, Yes,,App
6,24/04/15, No,,App
6,25/04/15, Yes,,App
6,26/04/15, Yes,,App
6,27/04/15, Yes,,App
6,28/04/15, Yes,,App
6,29/04/15, Yes,,App
6,30/04/15, Yes,,App
6,01/05/15, Yes,,App
6,02/05/15, Missed,,App
6,03/05/15, Yes,,App
6,04/05/15, Yes,,App
6,05/05/15, Yes,,App
6,06/05/15, No,,App
6,07/05/15, Yes,,App
6,08/05/15, Yes,,App
6,09/05/15, Yes,,App
6,10/05/15, Yes,,App
6,11/05/15, Yes,,App
6,12/05/15, Yes,,App
6,13/05/15, Yes,,App
6,14/05/15, Yes,,App
6,15/05/15, Yes,,App
6,16/05/15, No,,App
6,17/05/15, Yes,,App
6,18/05/15, Yes,,App
6,19/05/15, Yes,,App
6,20/05/15, Yes,,App
6,21/05/15, Yes,,App
6,22/05/15, Yes,,App
6,23/05/15, No,,App
6,24/05/15, Yes,,App
6,25/05/15, Yes,,App
6,26/05/15, Yes,,App
6,27/05/15, Yes,,App
6,28/05/15, No,,App
6,29/05/15, No,,App
6,30/05/15, Yes,,App
6,31/05/15, Yes,,App
6,01/06/15, Yes,,App
6,02/06/15, Yes,,App
6,03/06/15, Yes,,App
6,04/06/15, Yes,,App
6,05/06/15, Missed,,App
6,06/06/15, Yes,,App
6,07/06/15, Yes,,App
6,08/06/15, Yes,,App
6,09/06/15, Yes,,App
6,10/06/15, Yes,,App
6,11/06/15, Yes,,App
6,12/06/15, Yes,,App
6,13/06/15, Yes,,App
6,14/06/15, No,,App
6,15/06/15, Yes,,App
6,16/06/15, Yes,,App
6,17/06/15, Yes,,App
6,18/06/15, Yes,,App
6,19/06/15, No,,App
6,20/06/15, No,,App
6,21/06/15, Yes,,App
6,22/06/15, Yes,,App
6,23/06/15, Yes,,App
6,24/06/15, No,,App
6,25/06/15, Yes,,App
6,26/06/15, Yes,,App
6,27/06/15, Yes,,App
6,28/06/15, No,,App
6,29/06/15, No,,App
6,30/06/15, Yes,,App
6,01/07/15, Yes,,App
6,02/07/15, Yes,,App
6,03/07/15, Yes,,App
6,04/07/15, No,,App
6,05/07/15, Yes,,App
6,06/07/15, Yes,,App
6,07/07/15, Yes,,App
6,08/07/15, No,,App
7,20/02/15, Missed,,App
7,21/02/15, Missed,,App
7,22/02/15, Missed,,App
7,23/02/15, Missed,,App
7,24/02/15, Missed,,App
7,25/02/15, Missed,,App
7,26/02/15, Missed,,App
7,27/02/15, Missed,,App
7,28/02/15, Missed,,App
7,01/03/15, Yes,,App
7,02/03/15, Yes,,App
7,03/03/15, Missed,,App
7,04/03/15, Yes,,App
7,05/03/15, Yes,,App
7,06/03/15, Yes,,App
7,07/03/15, Yes,,App
7,08/03/15, Yes,,App
7,09/03/15, Yes,,App
7,10/03/15, Yes,,App
7,11/03/15, Yes,,App
7,12/03/15, Yes,,App
7,13/03/15, Yes,,App
7,14/03/15, Yes,,App
7,15/03/15, Yes,,App
7,16/03/15, Yes,,App
7,17/03/15, Yes,,App
7,18/03/15, Yes,,App
7,19/03/15, Yes,,App
7,20/03/15, Yes,,App
7,21/03/15, Yes,,App
7,22/03/15, Yes,,App
7,23/03/15, Yes,,App
7,24/03/15, Yes,,App
7,25/03/15, Missed,,App
7,26/03/15, Yes,,App
7,27/03/15, Yes,,App
7,28/03/15, Yes,,App
7,29/03/15, Yes,,App
7,30/03/15, Yes,,App
7,31/03/15, Yes,,App
7,01/04/15, Yes,,App
7,02/04/15, Yes,,App
7,03/04/15, Yes,,App
7,04/04/15, Yes,,App
7,05/04/15, Yes,,App
7,06/04/15, Yes,,App
7,07/04/15, Yes,,App
7,08/04/15, No,,App
7,09/04/15, Yes,,App
7,10/04/15, Yes,,App
7,11/04/15, Yes,,App
8,23/02/15, No,,App
8,24/02/15, Missed,,App
8,25/02/15, Missed,,App
8,26/02/15, Missed,,App
8,27/02/15, Missed,,App
8,28/02/15, Yes,,App
8,01/03/15, Missed,,App
8,02/03/15, Yes,,App
8,03/03/15, Yes,,App
8,04/03/15, Missed,,App
8,05/03/15, Yes,,App
8,06/03/15, Missed,,App
8,07/03/15, Yes,,App
8,08/03/15, Missed,,App
8,09/03/15, Yes,,App
8,10/03/15, Yes,,App
8,11/03/15, Yes,,App
8,12/03/15, Yes,,App
8,13/03/15, Yes,,App
8,14/03/15, Missed,,App
8,15/03/15, Missed,,App
8,16/03/15, Yes,,App
8,17/03/15, Missed,,App
8,18/03/15, Yes,,App
8,19/03/15, Yes,,App
8,20/03/15, Yes,,App
8,21/03/15, Yes,,App
8,22/03/15, Yes,,App
9,26/02/15,Yes,,paper
9,27/02/15,Yes,,paper
9,28/02/15,Yes,,paper
9,01/03/15,Yes,,paper
9,02/03/15,Yes,,paper
9,03/03/15,Yes,,paper
9,04/03/15,Yes,,paper
9,05/03/15,Yes,,paper
9,06/03/15,Yes,,paper
9,07/03/15,Yes,,paper
9,08/03/15,Yes,,paper
9,09/03/15,Yes,,paper
9,10/03/15,Yes,,paper
9,11/03/15,Yes,,paper
9,12/03/15,Yes,,paper
9,13/03/15,Yes,,paper
9,14/03/15,Yes,,paper
9,15/03/15,Yes,,paper
9,16/03/15,Yes,,paper
9,17/03/15,Yes,,paper
9,18/03/15,Yes,,paper
9,19/03/15,Yes,,paper
9,20/03/15,Yes,,paper
9,21/03/15,Yes,,paper
9,22/03/15,Yes,,paper
9,23/03/15,Yes,,paper
9,24/03/15,Yes,,paper
9,25/03/15,Yes,,paper
9,26/03/15,Yes,,paper
9,27/03/15,Yes,,paper
9,28/03/15,Yes,,paper
9,29/03/15,Yes,,paper
9,30/03/15,Yes,,paper
9,31/03/15,Yes,,paper
9,01/04/15,Yes,,paper
9,02/04/15,Yes,,paper
9,03/04/15,Yes,,paper
9,04/04/15,Yes,,paper
9,05/04/15,Yes,,paper
9,06/04/15,Yes,,paper
9,07/04/15,Yes,,paper
9,08/04/15,Yes,,paper
9,09/04/15,Yes,,paper
9,10/04/15,Yes,,paper
9,11/04/15,Yes,,paper
9,12/04/15,Yes,,paper
9,13/04/15,Yes,,paper
9,14/04/15,Yes,,paper
9,15/04/15,Yes,,paper
9,16/04/15,Yes,,paper
9,17/04/15,Yes,,paper
9,18/04/15,No,,paper
9,19/04/15,No,,paper
9,20/04/15,Yes,,paper
9,21/04/15,Yes,,paper
9,22/04/15,Yes,,paper
9,23/04/15,Yes,,paper
9,24/04/15,Yes,,paper
9,25/04/15,Yes,,paper
9,26/04/15,Yes,,paper
9,27/04/15,Yes,,paper
9,28/04/15,Yes,,paper
9,29/04/15,Yes,,paper
9,30/04/15,Yes,,paper
9,01/05/15,Yes,,paper
9,02/05/15,Yes,,paper
9,03/05/15,Yes,,paper
9,04/05/15,Yes,,paper
